"Code","Year.index","Engagement","FreedomSpeak","Openness","RecommendCare","RecommendWork","Responses","rr","SHMI.before","SHMI.index","Survey.clinical.proportion","WorkStress"
"RWJ",2019,0.696992284333333,0.775697221,0.787602355,0.617995087,0.549180655,2793,0.547539698,0.9631,0.9827,0.68,0.435018536
"RWP",2015,0.687301680333333,0.72947016375,0.73371752725,0.554047376,0.504472507,2331,0.437647059,1.101,1.1257,0.75,0.361186643
"RWP",2016,0.689517542333333,0.7326969985,0.7336659865,0.558561502,0.482348987,2331,0.325437112,1.1257,1.0675,0.68,0.378683246
"RWP",2017,0.709630668,0.7537507915,0.75109567675,0.567665358,0.500972906,2331,0.345229682,1.0675,1.0476,0.68,0.39399257
"RWP",2018,0.691608588,0.73821041575,0.74214819,0.580956118,0.514683847,2331,0.349666315,1.0476,1.1132,0.72,0.418867053
"RWP",2019,0.725173884666667,0.78375339225,0.78382103275,0.633150834,0.56520227,2331,0.390256153,1.1132,1.0628,0.68,0.415380763
"RWW",2015,0.679417193,0.7561010445,0.772759525,0.538209487,0.479006808,2136,0.332929782,1.1558,1.1065,0.66,0.33229849
"RWW",2016,0.703611305333333,0.7479363965,0.75760954025,0.568817563,0.53135422,2136,0.382619974,1.1065,1.0978,0.61,0.342691203
"RWW",2017,0.680531912333333,0.74364685425,0.75797783875,0.595224414,0.521785456,2136,0.456131479,1.0978,1.0673,0.62,0.360519626
"RWW",2018,0.711641743666667,0.775993788,0.7834667565,0.607314329,0.566530634,2136,0.506361323,1.0673,1.0992,0.63,0.348405334
"RWW",2019,0.725637767333333,0.7952176895,0.80937135,0.651851124,0.634815389,2136,0.529630548,1.0992,1.0542,0.65,0.338229437
"RWY",2015,0.710653854,0.76038404775,0.75698769,0.679825633,0.531265951,2547,0.4031477,1.0926,1.138,0.65,0.423562881
"RWY",2016,0.728312708666667,0.78232716575,0.7783706095,0.676790124,0.585195083,2547,0.445249597,1.138,1.0473,0.65,0.376386154
"RWY",2017,0.686994794,0.764554622,0.7668536675,0.663375635,0.542666509,2547,0.427617709,1.0473,1.0064,0.65,0.42777143
"RWY",2018,0.693838126333333,0.78450884475,0.782344714,0.696030856,0.580354906,2547,0.508881157,1.0064,1.0025,0.7,0.421396989
"RWY",2019,0.683557165666667,0.783431927,0.7781649165,0.674696084,0.573417438,2547,0.460745297,1.0025,0.982,0.69,0.448728564
"RX1",2015,0.712547247,0.8016896615,0.80715044875,0.79197559,0.655621867,5898,0.279987689,0.9678,1.0535,0.66,0.363577589
"RX1",2016,0.688608752,0.79854751025,0.81004763875,0.754566312,0.640586236,5898,0.372084101,1.0535,1.0272,0.68,0.352697341
"RX1",2017,0.678403696666667,0.78949887925,0.79461430825,0.761676421,0.629278244,5898,0.365464922,1.0272,1.0185,0.67,0.380793655
"RX1",2018,0.674844103666667,0.80011806375,0.798616423,0.771130463,0.644698624,5898,0.367323052,1.0185,1.053,0.67,0.403702383
"RX1",2019,0.668679571,0.798251645,0.7982150925,0.753216265,0.624921758,5898,0.375716652,1.053,1.044,0.67,0.423870343
"RXC",2015,0.633718926333333,0.66696350225,0.65400133525,0.538112776,0.40322458,3642,0.398383372,1.1061,1.1352,0.68,0.400291372
"RXC",2016,0.688200253333333,0.75368611875,0.74769568225,0.613991536,0.535899816,3642,0.463208874,1.1352,1.0919,0.69,0.355299314
"RXC",2017,0.684743974333333,0.75862049,0.756846668,0.644593882,0.559775638,3642,0.48760703,1.0919,1.0449,0.67,0.360948629
"RXC",2018,0.689222899,0.78230565225,0.778186599,0.67262396,0.591512107,3642,0.527926882,1.0449,0.9996,0.67,0.365819846
"RXC",2019,0.695511956,0.80180551275,0.79666399825,0.690534997,0.632123943,3642,0.520806521,0.9996,0.9725,0.67,0.385185016
"RXF",2015,0.628279101666667,0.72586996675,0.74796054575,0.451156742,0.404772292,3899,0.404471266,0.8788,0.9473,0.69,0.411130453
"RXF",2016,0.65705449,0.745658431,0.75442946375,0.485999309,0.447940039,3899,0.415959253,0.9473,0.9886,0.64,0.388362362
"RXF",2017,0.663659858,0.7583198205,0.78029440925,0.491570553,0.471756919,3899,0.439265721,0.9886,0.9862,0.65,0.409522113
"RXF",2018,0.681776409,0.75277295375,0.764082174,0.576448965,0.561521166,3899,0.41903987,0.9862,0.9907,0.71,0.443127633
"RXF",2019,0.685209772,0.77526252675,0.78443839825,0.580144317,0.544259327,3899,0.470495958,0.9907,1.0637,0.67,0.401557384
"RXH",2015,0.690038183,0.73869483975,0.74588186175,0.589137724,0.520922945,5051,0.408018868,0.952,0.9583,0.7,0.424455564
"RXH",2016,0.657241382333333,0.732148513,0.73554269225,0.545178297,0.416730309,5051,0.395310933,0.9583,0.9632,0.67,0.44252004
"RXH",2017,0.635185100333333,0.72365251125,0.72877232275,0.578762772,0.462855818,5051,0.563332015,0.9632,0.9977,0.73,0.448939422
"RXH",2018,0.673378757,0.77544684475,0.772493459,0.677397205,0.588052931,5051,0.591045148,0.9977,1.011,0.72,0.419285688
"RXH",2019,0.667994899666667,0.77625155075,0.76454748975,0.661465079,0.582965228,5051,0.615000609,1.011,0.9789,0.73,0.428727422
"RXK",2015,0.729929681333333,0.781437607,0.78164544825,0.594789889,0.499966115,2719,0.188178528,0.9584,0.9927,0.63,0.376376085
"RXK",2016,0.683461687666667,0.76815879075,0.78897512625,0.60858583,0.493639074,2719,0.287953795,0.9927,1.0356,0.69,0.332924383
"RXK",2017,0.693191998333333,0.7813255135,0.78867594725,0.585018606,0.495135171,2719,0.2728,1.0356,1.1259,0.63,0.437840544
"RXK",2018,0.721986683,0.78768804925,0.79373497025,0.600679318,0.555985225,2719,0.245915033,1.1259,1.135,0.7,0.421034994
"RXK",2019,0.695349898333333,0.7874284525,0.7888537155,0.618516387,0.570296735,2719,0.394229375,1.135,1.0752,0.69,0.422717115
"RXL",2015,0.744280770333333,0.7590076245,0.78146818125,0.662051152,0.621415983,3150,0.337943378,1.1662,1.15,0.67,0.374944433
"RXL",2016,0.71617633,0.7669956675,0.786975926,0.646898449,0.593905558,3150,0.377260599,1.15,1.1425,0.66,0.357518741
"RXL",2017,0.726486083,0.78015705775,0.8055783375,0.662729292,0.610501821,3150,0.355004536,1.1425,1.1453,0.66,0.387726729
"RXL",2018,0.718229890333333,0.78985220575,0.81345267475,0.651469498,0.621181953,3150,0.34520425,1.1453,1.1499,0.68,0.405716754
"RXL",2019,0.733590078,0.792083419,0.811121279,0.630984038,0.620366767,3150,0.469308701,1.1499,1.1241,0.7,0.419013813
"RXN",2015,0.688954903,0.76018254575,0.75184456875,0.651564628,0.545485984,3938,0.353006682,1.0783,0.9948,0.62,0.40110727
"RXN",2016,0.717259808333333,0.7777408015,0.77024295175,0.651863603,0.590745921,3938,0.438066044,0.9948,1.0086,0.61,0.357383504
"RXN",2017,0.708036091333333,0.78250306525,0.7780051355,0.662701211,0.597128565,3938,0.51819407,1.0086,1.044,0.64,0.366076409
"RXN",2018,0.692052391,0.7868394415,0.7805307055,0.653774927,0.585941036,3938,0.464933728,1.044,0.9713,0.63,0.389901062
"RXN",2019,0.710827817,0.79054192475,0.79012462425,0.625860782,0.571487612,3938,0.492989484,0.9713,0.9783,0.65,0.404607708
"RXP",2015,0.718294125,0.75774565925,0.78752011975,0.608932148,0.542984614,539,0.542682927,1.0086,1.023,0.71,0.303868593
"RXP",2016,0.705511078,0.765186624,0.778204216,0.586861243,0.472998836,539,0.380835381,1.023,1.0612,0.66,0.378464596
"RXP",2017,0.668617571,0.75263895575,0.78954414625,0.57653901,0.488675879,539,0.487239706,1.0612,1.0448,0.73,0.380803956
"RXP",2018,0.677042214333333,0.74266481,0.77925633225,0.575949964,0.478068119,539,0.264,1.0448,1.0922,0.69,0.377633877
"RXP",2019,0.720098787666667,0.8030409315,0.82491373025,0.612842249,0.571515478,539,0.439641109,1.0922,1.1513,0.72,0.375236172
"RXQ",2015,0.709347684666667,0.71864704825,0.728627492,0.623682884,0.53428128,2800,0.520550425,1.0502,0.9868,0.72,0.344995513
"RXQ",2016,0.720090112666667,0.74224470275,0.7521604135,0.667615115,0.569036614,2800,0.528757939,0.9868,0.9366,0.72,0.311438772
"RXQ",2017,0.697299821666667,0.7402871115,0.74532588325,0.665403265,0.552958122,2800,0.492217226,0.9366,1.0049,0.72,0.334425636
"RXQ",2018,0.713600677,0.786574695,0.78025894425,0.697845473,0.598936948,2800,0.512580253,1.0049,0.9924,0.73,0.357974948
"RXQ",2019,0.718857659333333,0.7961148855,0.79376300125,0.700255202,0.587910546,2800,0.473933649,0.9924,1.0151,0.7,0.386369624
"RXR",2015,0.726477151666667,0.7847058005,0.78940543425,0.690607245,0.646554961,3942,0.39123949,1.0817,1.0635,0.64,0.346990299
"RXR",2016,0.724411914,0.7972856125,0.7991563975,0.701746693,0.655264218,3942,0.477248104,1.0635,1.0443,0.65,0.322145065
"RXR",2017,0.710550604,0.7898040655,0.79616130225,0.71662583,0.662574453,3942,0.433359014,1.0443,1.0675,0.65,0.339118673
"RXR",2018,0.727596327666667,0.815317962,0.8186687245,0.757204483,0.705223276,3942,0.452855904,1.0675,1.0692,0.67,0.340223259
"RXR",2019,0.738348728,0.82164125925,0.81854017075,0.743816573,0.729138528,3942,0.469229854,1.0692,1.071,0.66,0.343239217
"RXW",2015,0.701698599666667,0.710931289,0.708087812,0.619446279,0.574964606,2450,0.436483932,0.9976,1.0265,0.7,0.348349033
"RXW",2016,0.69942332,0.73683367,0.7374821015,0.61434209,0.559389388,2450,0.36896861,1.0265,1.0031,0.68,0.346655263
"RXW",2017,0.702193255333333,0.73745951525,0.7281882215,0.58891113,0.541622094,2450,0.417328392,1.0031,1.0287,0.62,0.379956708
"RXW",2018,0.656597568666667,0.705802779,0.6986633515,0.525500601,0.47606635,2450,0.448383733,1.0287,0.9896,0.66,0.412421115
"RXW",2019,0.666630538666667,0.72457347425,0.71926681825,0.53555698,0.490452053,2450,0.409562019,0.9896,1.024,0.63,0.423224287
"RYJ",2015,0.692421668,0.74484586175,0.7419575135,0.664262437,0.542287071,5659,0.334969325,0.75,0.758,0.62,0.414435346
"RYJ",2016,0.708730100666667,0.759324029,0.76843206675,0.704014616,0.613743557,5659,0.423205342,0.758,0.7645,0.67,0.353820575
"RYJ",2017,0.701957044,0.795280097,0.79072056325,0.727344417,0.664266609,5659,0.414572864,0.7645,0.7512,0.7,0.400911865
"RYJ",2018,0.706277319666667,0.768983797,0.77627777575,0.71781392,0.60876301,5659,0.456198347,0.7512,0.7321,0.74,0.433049341
"RYJ",2019,0.719620753,0.78112276525,0.7892720555,0.757865721,0.673904364,5659,0.515016382,0.7321,0.6889,0.69,0.412110071
"RYR",2015,0.697315960333333,0.736182268,0.726684491,0.731379026,0.648917956,3864,0.544303797,1.0251,1.0127,0.71,0.352892877
"RYR",2016,0.714736454666667,0.75412329425,0.74791792975,0.79417407,0.719257462,3864,0.593909391,1.0127,0.9566,0.7,0.343706442
"RYR",2017,0.707004358333333,0.7638439095,0.7600374545,0.815883955,0.72295892,3864,0.659374541,0.9566,0.959,0.71,0.341215242
"RYR",2018,0.701885656333333,0.778462649,0.76250624875,0.813690199,0.72628215,3864,0.637492694,0.959,0.9815,0.71,0.362431954
"RYR",2019,0.719433453666667,0.77486926775,0.756772382,0.822397953,0.74824338,3864,0.547696669,0.9815,1.002,0.69,0.369693435
